filename,Predicted_Label,Confidence_Score
518080.jpg,Irregular,0.725
518108.jpg,Irregular,0.593
518140.jpg,Elliptical,0.9697
518335.jpg,Elliptical,0.654
518511.jpg,Elliptical,0.9883
518592.jpg,Irregular,0.713
518593.jpg,Irregular,0.819
518618.jpg,Elliptical,0.999
518656.jpg,Elliptical,0.9907
518685.jpg,Spiral,0.5366
518724.jpg,Spiral,0.675
518726.jpg,Elliptical,0.9985
518731.jpg,Irregular,0.674
518741.jpg,Elliptical,0.9795
518746.jpg,Elliptical,0.998
518763.jpg,Irregular,0.4917
518777.jpg,Irregular,0.766
518858.jpg,Elliptical,0.9917
518867.jpg,Elliptical,0.521
518892.jpg,Irregular,0.512
518899.jpg,Elliptical,0.836
518995.jpg,Irregular,0.5996
519050.jpg,Elliptical,0.4824
519105.jpg,Elliptical,0.934
519129.jpg,Spiral,0.833
519138.jpg,Elliptical,0.7563
519141.jpg,Irregular,0.8086
519192.jpg,Elliptical,0.998
519235.jpg,Spiral,0.9062
519255.jpg,Irregular,0.506
519286.jpg,Elliptical,0.8315
519380.jpg,Irregular,0.5483
519388.jpg,Spiral,0.61
519407.jpg,Spiral,0.72
519415.jpg,Irregular,0.8496
519452.jpg,Spiral,0.509
519459.jpg,Irregular,0.5073
519512.jpg,Elliptical,0.984
519575.jpg,Elliptical,0.65
519603.jpg,Elliptical,0.9995
519607.jpg,Elliptical,0.946
519618.jpg,Irregular,0.456
519627.jpg,Elliptical,0.992
519637.jpg,Elliptical,0.5244
519647.jpg,Spiral,0.684
519685.jpg,Spiral,0.527
519832.jpg,Elliptical,0.6562
519837.jpg,Spiral,0.849
519841.jpg,Elliptical,0.921
519849.jpg,Elliptical,0.7173
519856.jpg,Spiral,0.7705
519890.jpg,Elliptical,0.98
519953.jpg,Elliptical,0.5474
519956.jpg,Elliptical,0.992
519968.jpg,Elliptical,0.9893
520017.jpg,Spiral,0.8022
520023.jpg,Spiral,0.874
520077.jpg,Spiral,0.418
520078.jpg,Spiral,0.9062
520141.jpg,Elliptical,0.556
520231.jpg,Irregular,0.8105
520232.jpg,Spiral,0.9473
520248.jpg,Irregular,0.8115
520274.jpg,Elliptical,0.994
520316.jpg,Spiral,0.4854
520330.jpg,Irregular,0.542
520338.jpg,Irregular,0.663
520438.jpg,Elliptical,0.526
520528.jpg,Irregular,0.566
520608.jpg,Elliptical,0.553
520651.jpg,Irregular,0.5645
520696.jpg,Elliptical,0.8193
520726.jpg,Irregular,0.4626
520774.jpg,Irregular,0.475
520787.jpg,Elliptical,0.8394
520795.jpg,Spiral,0.9546
520853.jpg,Irregular,0.5996
520855.jpg,Elliptical,0.998
520910.jpg,Elliptical,0.9478
520936.jpg,Irregular,0.923
520944.jpg,Elliptical,0.9985
520951.jpg,Spiral,0.5664
521117.jpg,Irregular,0.7207
521125.jpg,Elliptical,0.9907
521131.jpg,Elliptical,0.4937
521187.jpg,Elliptical,0.5503
521217.jpg,Irregular,0.5166
521252.jpg,Spiral,0.782
521305.jpg,Spiral,0.633
521306.jpg,Elliptical,0.7734
521328.jpg,Elliptical,0.453
521339.jpg,Irregular,0.7607
521448.jpg,Elliptical,0.422
521471.jpg,Elliptical,0.9233
521500.jpg,Irregular,0.4158
521563.jpg,Irregular,0.654
521607.jpg,Irregular,0.5293
521618.jpg,Spiral,0.523
521647.jpg,Irregular,0.721
521668.jpg,Elliptical,0.9814
521684.jpg,Elliptical,0.5537
521706.jpg,Irregular,0.534
521806.jpg,Elliptical,0.9487
521810.jpg,Irregular,0.718
521817.jpg,Irregular,0.5005
521865.jpg,Irregular,0.5083
521901.jpg,Elliptical,0.4727
521904.jpg,Elliptical,0.707
521909.jpg,Spiral,0.5386
521910.jpg,Elliptical,0.9985
522029.jpg,Irregular,0.7026
522036.jpg,Spiral,0.727
522047.jpg,Elliptical,0.9595
522066.jpg,Irregular,0.8945
522080.jpg,Irregular,0.6787
522087.jpg,Irregular,0.9185
522143.jpg,Spiral,0.957
522152.jpg,Spiral,0.825
522179.jpg,Irregular,0.3835
522216.jpg,Spiral,0.642
522250.jpg,Elliptical,0.824
522268.jpg,Elliptical,0.9976
522344.jpg,Irregular,0.513
522428.jpg,Elliptical,0.9795
522446.jpg,Spiral,0.593
522459.jpg,Spiral,0.7056
522513.jpg,Irregular,0.686
522557.jpg,Elliptical,0.812
522655.jpg,Irregular,0.7236
522662.jpg,Elliptical,0.9126
522853.jpg,Irregular,0.6953
522875.jpg,Elliptical,0.595
522937.jpg,Spiral,0.861
522952.jpg,Elliptical,0.9937
523012.jpg,Elliptical,0.9697
523032.jpg,Spiral,0.7197
523136.jpg,Irregular,0.6133
523179.jpg,Elliptical,0.9497
523231.jpg,Elliptical,0.834
523238.jpg,Spiral,0.79
523265.jpg,Elliptical,0.771
523278.jpg,Spiral,0.44
523280.jpg,Elliptical,0.5547
523284.jpg,Elliptical,0.3677
523314.jpg,Elliptical,0.6855
523337.jpg,Elliptical,0.814
523356.jpg,Spiral,0.6084
523360.jpg,Elliptical,0.949
523385.jpg,Irregular,0.6763
523470.jpg,Elliptical,0.752
523475.jpg,Irregular,0.807
523507.jpg,Elliptical,0.9995
523520.jpg,Irregular,0.4229
523552.jpg,Spiral,0.4485
523566.jpg,Irregular,0.667
523569.jpg,Spiral,0.5386
523586.jpg,Spiral,0.4731
523620.jpg,Irregular,0.8853
523679.jpg,Irregular,0.652
523691.jpg,Irregular,0.846
523721.jpg,Elliptical,0.4749
523728.jpg,Elliptical,0.9966
523850.jpg,Irregular,0.4233
523873.jpg,Irregular,0.7236
523936.jpg,Elliptical,0.624
524042.jpg,Spiral,0.7676
524052.jpg,Spiral,0.663
524106.jpg,Elliptical,0.9956
524158.jpg,Irregular,0.6396
524164.jpg,Irregular,0.4963
524167.jpg,Irregular,0.51
524215.jpg,Irregular,0.6006
524226.jpg,Elliptical,0.9927
524241.jpg,Spiral,0.517
524267.jpg,Elliptical,0.65
524286.jpg,Irregular,0.4805
524287.jpg,Irregular,0.7383
524311.jpg,Spiral,0.687
524361.jpg,Elliptical,0.989
524379.jpg,Spiral,0.534
524423.jpg,Spiral,0.4436
524428.jpg,Irregular,0.5435
524468.jpg,Irregular,0.5337
524513.jpg,Elliptical,0.993
524561.jpg,Elliptical,0.4814
524564.jpg,Spiral,0.6123
524590.jpg,Elliptical,0.5903
524591.jpg,Irregular,0.486
524609.jpg,Elliptical,0.994
524659.jpg,Spiral,0.3909
524673.jpg,Elliptical,0.9385
524743.jpg,Irregular,0.651
524763.jpg,Irregular,0.5664
524767.jpg,Elliptical,1.0
524774.jpg,Elliptical,0.7974
524783.jpg,Spiral,0.4915
524811.jpg,Irregular,0.627
524821.jpg,Irregular,0.6084
524850.jpg,Irregular,0.5244
524874.jpg,Elliptical,0.997
524880.jpg,Spiral,0.6953
524885.jpg,Spiral,0.668
524975.jpg,Irregular,0.4565
525011.jpg,Elliptical,0.9814
525037.jpg,Spiral,0.8057
525075.jpg,Spiral,0.7153
525097.jpg,Spiral,0.74
525156.jpg,Elliptical,0.9673
525159.jpg,Irregular,0.594
525160.jpg,Irregular,0.418
525211.jpg,Irregular,0.5513
525226.jpg,Spiral,0.709
525246.jpg,Elliptical,0.971
525282.jpg,Elliptical,0.9844
525318.jpg,Elliptical,0.997
525326.jpg,Elliptical,0.6187
525372.jpg,Spiral,0.9077
525389.jpg,Spiral,0.632
525474.jpg,Spiral,0.554
525495.jpg,Irregular,0.898
525498.jpg,Spiral,0.8564
525499.jpg,Elliptical,0.997
525541.jpg,Elliptical,0.9517
525543.jpg,Elliptical,0.873
525548.jpg,Spiral,0.681
525563.jpg,Elliptical,0.9927
525584.jpg,Elliptical,0.9043
525678.jpg,Irregular,0.5786
525696.jpg,Elliptical,0.8354
525697.jpg,Elliptical,0.984
525707.jpg,Irregular,0.5625
525709.jpg,Irregular,0.4553
525745.jpg,Elliptical,0.4495
525829.jpg,Irregular,0.566
525875.jpg,Elliptical,0.993
525929.jpg,Spiral,0.7227
525969.jpg,Irregular,0.772
525978.jpg,Spiral,0.6323
526007.jpg,Spiral,0.865
526035.jpg,Spiral,0.6567
526065.jpg,Irregular,0.4868
526123.jpg,Irregular,0.7197
526137.jpg,Elliptical,0.976
526214.jpg,Elliptical,0.9937
526228.jpg,Irregular,0.8423
526238.jpg,Elliptical,0.996
526248.jpg,Elliptical,0.9946
526309.jpg,Elliptical,0.915
526319.jpg,Spiral,0.6396
526369.jpg,Irregular,0.859
526376.jpg,Irregular,0.6265
526395.jpg,Irregular,0.774
526438.jpg,Irregular,0.682
526512.jpg,Spiral,0.4785
526573.jpg,Irregular,0.718
526616.jpg,Irregular,0.4353
526641.jpg,Elliptical,0.92
526669.jpg,Irregular,0.8496
526676.jpg,Irregular,0.9053
526815.jpg,Elliptical,0.95
526836.jpg,Irregular,0.4631
526837.jpg,Spiral,0.469
526854.jpg,Elliptical,0.835
526948.jpg,Irregular,0.6606
526964.jpg,Irregular,0.622
527024.jpg,Spiral,0.5034
527037.jpg,Spiral,0.562
527066.jpg,Elliptical,0.999
527073.jpg,Spiral,0.7334
527087.jpg,Elliptical,0.6055
527099.jpg,Irregular,0.418
527126.jpg,Elliptical,0.99
527176.jpg,Spiral,0.797
527251.jpg,Elliptical,0.8613
527359.jpg,Spiral,0.509
527393.jpg,Irregular,0.861
527397.jpg,Elliptical,0.984
527408.jpg,Elliptical,0.525
527451.jpg,Irregular,0.487
527517.jpg,Spiral,0.8857
527522.jpg,Spiral,0.547
527532.jpg,Elliptical,0.981
527553.jpg,Spiral,0.4524
527572.jpg,Elliptical,0.961
527578.jpg,Irregular,0.4365
527625.jpg,Spiral,0.6636
527692.jpg,Elliptical,0.413
527710.jpg,Irregular,0.7007
527711.jpg,Spiral,0.5767
527718.jpg,Irregular,0.8037
527773.jpg,Spiral,0.7188
527783.jpg,Irregular,0.6587
527810.jpg,Irregular,0.6934
527843.jpg,Spiral,0.677
527846.jpg,Irregular,0.7354
527862.jpg,Irregular,0.5566
527863.jpg,Irregular,0.739
527964.jpg,Spiral,0.3894
527972.jpg,Elliptical,0.912
527989.jpg,Spiral,0.812
527999.jpg,Irregular,0.8354
528030.jpg,Elliptical,0.993
528045.jpg,Spiral,0.546
528078.jpg,Irregular,0.586
528099.jpg,Elliptical,0.5815
528143.jpg,Spiral,0.553
528149.jpg,Irregular,0.4487
528174.jpg,Elliptical,1.0
528197.jpg,Irregular,0.7065
528225.jpg,Irregular,0.8223
528257.jpg,Irregular,0.6494
528270.jpg,Irregular,0.6113
528315.jpg,Elliptical,0.9644
528379.jpg,Irregular,0.8027
528430.jpg,Irregular,0.6704
528549.jpg,Elliptical,0.999
528565.jpg,Irregular,0.601
528618.jpg,Elliptical,0.998
528708.jpg,Spiral,0.748
528736.jpg,Spiral,0.8325
528754.jpg,Spiral,0.515
528834.jpg,Elliptical,0.6543
528864.jpg,Irregular,0.5005
528912.jpg,Spiral,0.879
529027.jpg,Spiral,0.9604
529058.jpg,Irregular,0.7314
529136.jpg,Irregular,0.612
529158.jpg,Elliptical,0.9985
529174.jpg,Elliptical,0.9614
529183.jpg,Elliptical,0.5435
529269.jpg,Irregular,0.6987
529334.jpg,Spiral,0.752
529337.jpg,Elliptical,0.4988
529349.jpg,Elliptical,0.5166
529376.jpg,Spiral,0.5063
529380.jpg,Spiral,0.84
529397.jpg,Spiral,0.5874
529471.jpg,Irregular,0.5396
529524.jpg,Spiral,0.799
529534.jpg,Spiral,0.814
529558.jpg,Irregular,0.4663
529667.jpg,Elliptical,0.5757
529687.jpg,Elliptical,0.9937
529749.jpg,Irregular,0.7783
529785.jpg,Spiral,0.675
529884.jpg,Irregular,0.9165
530044.jpg,Irregular,0.875
530076.jpg,Elliptical,0.883
530121.jpg,Spiral,0.6084
530162.jpg,Spiral,0.511
530216.jpg,Irregular,0.4805
530257.jpg,Elliptical,0.8438
530263.jpg,Elliptical,0.532
530270.jpg,Irregular,0.4683
530350.jpg,Irregular,0.86
530377.jpg,Irregular,0.772
530381.jpg,Irregular,0.8257
530414.jpg,Spiral,0.9033
530477.jpg,Irregular,0.541
530501.jpg,Elliptical,0.77
530527.jpg,Elliptical,0.9316
530577.jpg,Elliptical,0.7637
530589.jpg,Elliptical,0.968
530621.jpg,Elliptical,0.9155
530675.jpg,Elliptical,0.8223
530678.jpg,Spiral,0.5347
530692.jpg,Elliptical,0.8813
530710.jpg,Spiral,0.7305
530802.jpg,Elliptical,0.6978
530861.jpg,Elliptical,0.9873
530863.jpg,Spiral,0.5654
531180.jpg,Spiral,0.6396
531202.jpg,Spiral,0.83
531225.jpg,Spiral,0.7837
531261.jpg,Elliptical,0.6816
531268.jpg,Irregular,0.7173
531270.jpg,Elliptical,0.864
531427.jpg,Spiral,0.4895
531431.jpg,Irregular,0.563
531443.jpg,Spiral,0.4832
531452.jpg,Elliptical,0.996
531469.jpg,Irregular,0.667
531508.jpg,Elliptical,0.8584
531514.jpg,Irregular,0.4268
531605.jpg,Irregular,0.839
531639.jpg,Irregular,0.8726
531670.jpg,Elliptical,0.999
531688.jpg,Elliptical,0.8584
531695.jpg,Irregular,0.4978
531759.jpg,Irregular,0.423
531826.jpg,Elliptical,0.95
531850.jpg,Spiral,0.821
531870.jpg,Spiral,0.807
531875.jpg,Spiral,0.428
531896.jpg,Irregular,0.7603
531900.jpg,Elliptical,0.7363
531964.jpg,Irregular,0.9424
531985.jpg,Irregular,0.8364
532050.jpg,Irregular,0.852
532059.jpg,Irregular,0.518
532065.jpg,Spiral,0.5444
532069.jpg,Elliptical,0.55
532082.jpg,Spiral,0.5654
532091.jpg,Irregular,0.544
532101.jpg,Spiral,0.677
532180.jpg,Elliptical,0.991
532240.jpg,Elliptical,0.811
532248.jpg,Elliptical,0.993
532268.jpg,Spiral,0.9395
532286.jpg,Irregular,0.7246
532328.jpg,Irregular,0.862
532452.jpg,Irregular,0.575
532485.jpg,Spiral,0.5244
532497.jpg,Elliptical,0.935
532508.jpg,Elliptical,0.9077
532574.jpg,Spiral,0.531
532598.jpg,Elliptical,0.9966
532647.jpg,Spiral,0.4795
532693.jpg,Spiral,0.7827
532753.jpg,Spiral,0.5156
532790.jpg,Spiral,0.4666
532805.jpg,Spiral,0.5664
532828.jpg,Elliptical,0.9985
532836.jpg,Elliptical,0.5273
532856.jpg,Spiral,0.74
532906.jpg,Elliptical,0.8096
532918.jpg,Elliptical,0.987
532995.jpg,Irregular,0.4812
533003.jpg,Spiral,0.8237
533035.jpg,Elliptical,0.9907
533064.jpg,Spiral,0.5205
533111.jpg,Irregular,0.533
533129.jpg,Irregular,0.5474
533160.jpg,Irregular,0.5303
533187.jpg,Elliptical,0.996
533192.jpg,Elliptical,0.974
533323.jpg,Irregular,0.7393
533347.jpg,Elliptical,0.499
533378.jpg,Elliptical,0.93
533396.jpg,Spiral,0.4434
533431.jpg,Irregular,0.5977
533440.jpg,Irregular,0.619
533459.jpg,Elliptical,0.995
533461.jpg,Spiral,0.4785
533469.jpg,Elliptical,0.746
533483.jpg,Elliptical,0.954
533495.jpg,Elliptical,0.9644
533499.jpg,Elliptical,0.802
533513.jpg,Irregular,0.5264
533518.jpg,Spiral,0.6294
533537.jpg,Spiral,0.527
533544.jpg,Irregular,0.5273
533558.jpg,Spiral,0.7837
533691.jpg,Irregular,0.906
533766.jpg,Elliptical,0.894
533861.jpg,Elliptical,0.7144
533873.jpg,Spiral,0.55
533924.jpg,Spiral,0.488
533925.jpg,Spiral,0.4207
533969.jpg,Elliptical,0.988
533977.jpg,Elliptical,0.6294
534043.jpg,Irregular,0.6885
534054.jpg,Spiral,0.5757
534089.jpg,Spiral,0.5273
534113.jpg,Elliptical,0.635
534136.jpg,Irregular,0.615
534139.jpg,Spiral,0.4695
534286.jpg,Irregular,0.7134
534342.jpg,Irregular,0.6265
534374.jpg,Elliptical,0.498
534479.jpg,Irregular,0.4014
534513.jpg,Elliptical,0.446
534568.jpg,Spiral,0.5024
534610.jpg,Spiral,0.5063
534614.jpg,Irregular,0.8286
534657.jpg,Spiral,0.511
534689.jpg,Spiral,0.8774
534725.jpg,Irregular,0.687
534741.jpg,Elliptical,0.993
534791.jpg,Irregular,0.4724
534819.jpg,Elliptical,0.8423
534835.jpg,Irregular,0.884
534856.jpg,Spiral,0.4587
534874.jpg,Elliptical,0.9883
534876.jpg,Elliptical,0.6685
534903.jpg,Spiral,0.515
534950.jpg,Spiral,0.4922
534959.jpg,Elliptical,0.935
535044.jpg,Irregular,0.8804
535075.jpg,Elliptical,0.992
535148.jpg,Irregular,0.933
535251.jpg,Spiral,0.4827
535256.jpg,Spiral,0.8447
535349.jpg,Elliptical,0.987
535354.jpg,Elliptical,0.9854
535369.jpg,Spiral,0.54
535376.jpg,Irregular,0.601
535419.jpg,Elliptical,0.7427
535421.jpg,Elliptical,0.445
535454.jpg,Irregular,0.6807
535459.jpg,Irregular,0.665
535463.jpg,Irregular,0.546
535466.jpg,Elliptical,0.974
535514.jpg,Elliptical,0.9976
535606.jpg,Irregular,0.7124
535700.jpg,Spiral,0.841
535701.jpg,Elliptical,0.7188
535720.jpg,Elliptical,0.8555
535721.jpg,Irregular,0.8066
535735.jpg,Elliptical,0.5244
535848.jpg,Irregular,0.5083
535851.jpg,Irregular,0.7334
535895.jpg,Elliptical,0.7583
535919.jpg,Spiral,0.419
535956.jpg,Irregular,0.776
535992.jpg,Irregular,0.8315
535996.jpg,Elliptical,0.917
536067.jpg,Elliptical,0.9062
536094.jpg,Elliptical,0.9995
536098.jpg,Elliptical,0.929
536161.jpg,Spiral,0.4797
536171.jpg,Elliptical,0.3616
536198.jpg,Elliptical,0.993
536222.jpg,Spiral,0.8994
536242.jpg,Elliptical,0.603
536266.jpg,Irregular,0.6323
536277.jpg,Spiral,0.762
536293.jpg,Irregular,0.6963
536370.jpg,Elliptical,0.8965
536413.jpg,Elliptical,0.557
536415.jpg,Spiral,0.484
536426.jpg,Irregular,0.8486
536465.jpg,Irregular,0.4993
536483.jpg,Elliptical,0.8926
536499.jpg,Irregular,0.5767
536530.jpg,Irregular,0.733
536548.jpg,Irregular,0.4841
536555.jpg,Irregular,0.593
536829.jpg,Elliptical,0.999
536856.jpg,Spiral,0.7876
536901.jpg,Spiral,0.7993
536925.jpg,Spiral,0.761
536945.jpg,Irregular,0.4373
536956.jpg,Spiral,0.889
536970.jpg,Spiral,0.909
536982.jpg,Irregular,0.4438
537068.jpg,Elliptical,0.592
537107.jpg,Irregular,0.4834
537130.jpg,Irregular,0.559
537267.jpg,Spiral,0.554
537333.jpg,Elliptical,0.925
537359.jpg,Irregular,0.7607
537435.jpg,Elliptical,0.963
537480.jpg,Irregular,0.5063
537490.jpg,Elliptical,0.528
537519.jpg,Elliptical,0.943
537605.jpg,Elliptical,0.489
537624.jpg,Irregular,0.914
537638.jpg,Spiral,0.8135
537790.jpg,Spiral,0.692
537804.jpg,Irregular,0.745
537843.jpg,Spiral,0.757
537862.jpg,Elliptical,0.58
537895.jpg,Spiral,0.565
537902.jpg,Elliptical,0.991
537932.jpg,Spiral,0.835
537954.jpg,Irregular,0.608
537964.jpg,Irregular,0.828
538004.jpg,Elliptical,0.9663
538016.jpg,Irregular,0.631
538030.jpg,Spiral,0.5557
538052.jpg,Irregular,0.6562
538071.jpg,Irregular,0.659
538186.jpg,Irregular,0.6904
538202.jpg,Spiral,0.689
538231.jpg,Elliptical,0.57
538232.jpg,Irregular,0.7603
538264.jpg,Irregular,0.5503
538281.jpg,Irregular,0.8286
538321.jpg,Elliptical,0.9995
538373.jpg,Spiral,0.684
538379.jpg,Elliptical,0.825
538382.jpg,Elliptical,0.9917
538407.jpg,Spiral,0.7676
538410.jpg,Elliptical,0.804
538454.jpg,Irregular,0.676
538490.jpg,Elliptical,0.9854
538558.jpg,Elliptical,0.4978
538600.jpg,Elliptical,0.8027
538622.jpg,Spiral,0.5083
538650.jpg,Elliptical,0.9453
538651.jpg,Elliptical,0.913
538683.jpg,Elliptical,0.9995
538694.jpg,Spiral,0.8384
538701.jpg,Spiral,0.693
538717.jpg,Elliptical,0.996
538719.jpg,Elliptical,0.601
538732.jpg,Spiral,0.5166
538765.jpg,Irregular,0.5312
538786.jpg,Irregular,0.551
538855.jpg,Spiral,0.5215
538861.jpg,Irregular,0.6763
538869.jpg,Spiral,0.767
538954.jpg,Spiral,0.6553
538983.jpg,Elliptical,0.9946
538997.jpg,Elliptical,0.73
539113.jpg,Elliptical,0.719
539120.jpg,Irregular,0.6787
539124.jpg,Irregular,0.6045
539178.jpg,Elliptical,0.9956
539206.jpg,Elliptical,0.992
539246.jpg,Irregular,0.4832
539305.jpg,Elliptical,0.996
539323.jpg,Elliptical,0.993
539338.jpg,Elliptical,0.96
539339.jpg,Elliptical,0.9014
539367.jpg,Spiral,0.7354
539444.jpg,Spiral,0.6074
539458.jpg,Elliptical,0.4778
539460.jpg,Spiral,0.595
539476.jpg,Irregular,0.8115
539491.jpg,Elliptical,0.9995
539507.jpg,Elliptical,0.6685
539534.jpg,Elliptical,0.496
539574.jpg,Elliptical,0.9873
539577.jpg,Elliptical,0.834
539578.jpg,Elliptical,0.766
539669.jpg,Spiral,0.8765
539686.jpg,Elliptical,0.905
539694.jpg,Elliptical,0.9985
539770.jpg,Irregular,0.8184
539819.jpg,Irregular,0.546
539878.jpg,Elliptical,0.9927
539957.jpg,Elliptical,0.987
540047.jpg,Elliptical,0.902
540058.jpg,Spiral,0.686
540074.jpg,Irregular,0.543
540090.jpg,Spiral,0.909
540096.jpg,Elliptical,0.616
540113.jpg,Elliptical,0.9297
540121.jpg,Irregular,0.859
540177.jpg,Irregular,0.807
540188.jpg,Elliptical,0.9766
540203.jpg,Irregular,0.5596
540219.jpg,Irregular,0.5786
540232.jpg,Elliptical,0.979
540245.jpg,Irregular,0.7417
540302.jpg,Irregular,0.8564
540318.jpg,Elliptical,0.885
540320.jpg,Irregular,0.593
540325.jpg,Spiral,0.8823
540446.jpg,Elliptical,0.5938
540449.jpg,Irregular,0.504
540461.jpg,Spiral,0.607
540494.jpg,Elliptical,0.9595
540561.jpg,Elliptical,0.5312
540609.jpg,Elliptical,0.5835
540617.jpg,Irregular,0.6313
540632.jpg,Spiral,0.4258
540739.jpg,Irregular,0.3872
540751.jpg,Irregular,0.9077
540765.jpg,Irregular,0.835
540801.jpg,Irregular,0.7007
540816.jpg,Irregular,0.667
540862.jpg,Spiral,0.5737
540880.jpg,Elliptical,0.9995
540891.jpg,Elliptical,0.892
540941.jpg,Irregular,0.559
540991.jpg,Spiral,0.8164
541004.jpg,Irregular,0.7085
541023.jpg,Irregular,0.4429
541057.jpg,Spiral,0.552
541108.jpg,Spiral,0.659
541116.jpg,Irregular,0.8975
541127.jpg,Elliptical,0.961
541147.jpg,Elliptical,0.4343
541155.jpg,Elliptical,0.717
541172.jpg,Elliptical,0.992
541215.jpg,Elliptical,0.729
541232.jpg,Irregular,0.6313
541257.jpg,Spiral,0.613
541285.jpg,Elliptical,0.9717
541303.jpg,Elliptical,0.994
541312.jpg,Irregular,0.55
541326.jpg,Spiral,0.7085
541340.jpg,Elliptical,0.8257
541355.jpg,Spiral,0.6562
541422.jpg,Spiral,0.7925
541462.jpg,Irregular,0.4856
541474.jpg,Elliptical,0.985
541510.jpg,Elliptical,0.7314
541526.jpg,Spiral,0.5825
541573.jpg,Elliptical,0.9043
541612.jpg,Elliptical,0.997
541694.jpg,Irregular,0.7373
541736.jpg,Irregular,0.592
541816.jpg,Irregular,0.865
541886.jpg,Elliptical,0.995
541903.jpg,Spiral,0.618
541908.jpg,Elliptical,0.9897
541922.jpg,Elliptical,0.545
541925.jpg,Elliptical,0.77
541957.jpg,Irregular,0.8755
541966.jpg,Irregular,0.89
542020.jpg,Elliptical,0.9277
542064.jpg,Spiral,0.804
542065.jpg,Spiral,0.5566
542071.jpg,Elliptical,0.7666
542073.jpg,Spiral,0.6855
542086.jpg,Elliptical,0.52
542129.jpg,Irregular,0.6895
542200.jpg,Elliptical,0.66
542243.jpg,Irregular,0.557
542267.jpg,Elliptical,0.6514
542285.jpg,Elliptical,0.4583
542319.jpg,Elliptical,0.9985
542338.jpg,Spiral,0.4534
542378.jpg,Elliptical,0.4092
542388.jpg,Elliptical,0.996
542437.jpg,Elliptical,0.4448
542532.jpg,Spiral,0.718
542533.jpg,Elliptical,0.7534
542581.jpg,Spiral,0.5186
542603.jpg,Irregular,0.8965
542628.jpg,Spiral,0.926
542710.jpg,Elliptical,0.984
542730.jpg,Irregular,0.8926
542738.jpg,Irregular,0.707
542763.jpg,Irregular,0.834
542784.jpg,Irregular,0.4958
542807.jpg,Elliptical,0.8545
542831.jpg,Elliptical,0.7544
542835.jpg,Elliptical,0.997
542848.jpg,Spiral,0.5674
542883.jpg,Elliptical,0.5645
542972.jpg,Spiral,0.5244
543075.jpg,Elliptical,0.6055
543080.jpg,Elliptical,0.982
543132.jpg,Elliptical,0.4758
543140.jpg,Spiral,0.775
543201.jpg,Irregular,0.9243
543224.jpg,Spiral,0.747
543246.jpg,Spiral,0.5747
543336.jpg,Elliptical,0.7036
543343.jpg,Spiral,0.5083
543375.jpg,Elliptical,0.598
543386.jpg,Irregular,0.861
543432.jpg,Irregular,0.7783
543437.jpg,Irregular,0.476
543611.jpg,Elliptical,0.9624
543613.jpg,Irregular,0.676
543620.jpg,Irregular,0.84
543640.jpg,Elliptical,0.991
543773.jpg,Spiral,0.515
543774.jpg,Elliptical,0.9746
543800.jpg,Elliptical,0.9985
543806.jpg,Elliptical,0.993
543857.jpg,Spiral,0.577
543866.jpg,Irregular,0.544
543872.jpg,Spiral,0.851
543874.jpg,Irregular,0.854
543900.jpg,Spiral,0.7954
543915.jpg,Elliptical,0.492
543944.jpg,Irregular,0.799
543957.jpg,Irregular,0.708
543960.jpg,Irregular,0.8228
544000.jpg,Elliptical,0.9937
544013.jpg,Irregular,0.639
544024.jpg,Elliptical,0.9844
544041.jpg,Irregular,0.4683
544048.jpg,Elliptical,0.998
544055.jpg,Elliptical,0.9946
544057.jpg,Spiral,0.6714
544106.jpg,Spiral,0.5625
544201.jpg,Spiral,0.631
544210.jpg,Elliptical,0.894
544216.jpg,Irregular,0.513
544297.jpg,Irregular,0.6816
544309.jpg,Spiral,0.8184
544321.jpg,Irregular,0.5596
544371.jpg,Elliptical,0.9917
544378.jpg,Elliptical,0.946
544420.jpg,Spiral,0.621
544440.jpg,Elliptical,0.981
544569.jpg,Irregular,0.6997
544578.jpg,Irregular,0.7866
544591.jpg,Elliptical,0.371
544597.jpg,Elliptical,0.593
544638.jpg,Irregular,0.576
544664.jpg,Elliptical,0.995
544698.jpg,Irregular,0.6562
544727.jpg,Spiral,0.647
544746.jpg,Irregular,0.7773
544865.jpg,Elliptical,0.4675
544901.jpg,Elliptical,0.4104
544909.jpg,Elliptical,0.9814
544918.jpg,Irregular,0.476
544933.jpg,Elliptical,0.977
544936.jpg,Elliptical,0.5557
544965.jpg,Irregular,0.704
545055.jpg,Elliptical,0.765
545082.jpg,Irregular,0.5146
545084.jpg,Elliptical,0.6504
545120.jpg,Elliptical,0.985
545127.jpg,Spiral,0.4648
545152.jpg,Elliptical,0.997
545173.jpg,Irregular,0.6646
545220.jpg,Irregular,0.8413
545243.jpg,Elliptical,0.9277
545266.jpg,Elliptical,0.977
545278.jpg,Spiral,0.5605
545329.jpg,Spiral,0.8545
545385.jpg,Elliptical,0.816
545439.jpg,Irregular,0.5776
545456.jpg,Irregular,0.4675
545557.jpg,Spiral,0.4504
545598.jpg,Irregular,0.571
545675.jpg,Elliptical,0.9897
545713.jpg,Elliptical,0.9077
545780.jpg,Spiral,0.8774
545896.jpg,Elliptical,0.9546
545901.jpg,Spiral,0.71
545985.jpg,Spiral,0.6284
545987.jpg,Elliptical,0.848
